시군구_코드,도로_일련번호,법정동_일련번호,도로_명,영문_도로_명,시도_명,시군구_명,법정동_구분,법정동_코드,법정동_명,상위_도로_일련번호,상위_도로_명,새주소_사용여부,변경_이력_사유_코드,변경_이력_정보,법정동_번호,도로_코드
11545,4151146,0,독산로70나길,Doksan-ro 70na-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151146 
11545,4151147,1,독산로70다길,Doksan-ro 70da-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151147 
11545,4151147,0,독산로70다길,Doksan-ro 70da-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151147 
11545,4151148,1,독산로70라길,Doksan-ro 70ra-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151148 
11545,4151148,0,독산로70라길,Doksan-ro 70ra-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151148 
11545,4151149,1,독산로72길,Doksan-ro 72-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151149 
11545,4151149,0,독산로72길,Doksan-ro 72-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151149 
11545,4151150,1,독산로73길,Doksan-ro 73-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151150 
11545,4151150,0,독산로73길,Doksan-ro 73-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151150 
11545,4151151,1,독산로74길,Doksan-ro 74-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151151 
11545,4151151,0,독산로74길,Doksan-ro 74-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151151 
11545,4151152,1,독산로75길,Doksan-ro 75-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151152 
11545,4151152,0,독산로75길,Doksan-ro 75-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151152 
11545,4151153,1,독산로76길,Doksan-ro 76-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151153 
11545,4151153,0,독산로76길,Doksan-ro 76-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151153 
11545,4151154,1,독산로77길,Doksan-ro 77-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151154 
11545,4151154,0,독산로77길,Doksan-ro 77-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151154 
11545,4151155,1,독산로78가길,Doksan-ro 78ga-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151155 
11545,4151155,0,독산로78가길,Doksan-ro 78ga-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151155 
11545,4151156,1,독산로78길,Doksan-ro 78-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151156 
11545,4151156,0,독산로78길,Doksan-ro 78-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151156 
11545,4151157,1,독산로78나길,Doksan-ro 78na-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151157 
11545,4151157,0,독산로78나길,Doksan-ro 78na-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151157 
11545,4151158,1,독산로78다길,Doksan-ro 78da-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151158 
11545,4151158,0,독산로78다길,Doksan-ro 78da-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151158 
11545,4151159,1,독산로7길,Doksan-ro 7-gil,서울특별시,금천구,1,10301,시흥동,3117004,,0,,,103,115454151159 
11545,4151159,0,독산로7길,Doksan-ro 7-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151159 
11545,4151160,1,독산로80가길,Doksan-ro 80ga-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151160 
11545,4151160,0,독산로80가길,Doksan-ro 80ga-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151160 
11545,4151161,1,독산로80길,Doksan-ro 80-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151161 
11545,4151161,0,독산로80길,Doksan-ro 80-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151161 
11545,4151162,1,독산로82가길,Doksan-ro 82ga-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151162 
11545,4151162,0,독산로82가길,Doksan-ro 82ga-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151162 
11500,4145542,1,화곡로59길,Hwagok-ro 59-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145542 
11500,4145542,0,화곡로59길,Hwagok-ro 59-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145542 
11500,4145543,1,화곡로60길,Hwagok-ro 60-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145543 
11500,4145543,0,화곡로60길,Hwagok-ro 60-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145543 
11500,4145544,1,화곡로61길,Hwagok-ro 61-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145544 
11500,4145544,0,화곡로61길,Hwagok-ro 61-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145544 
11500,4145545,1,화곡로63가길,Hwagok-ro 63ga-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145545 
11500,4145545,0,화곡로63가길,Hwagok-ro 63ga-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145545 
11500,4145546,1,화곡로63길,Hwagok-ro 63-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145546 
11500,4145546,0,화곡로63길,Hwagok-ro 63-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145546 
11500,4145547,1,화곡로64길,Hwagok-ro 64-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145547 
11500,4145547,0,화곡로64길,Hwagok-ro 64-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145547 
11500,4145548,1,화곡로65길,Hwagok-ro 65-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145548 
11500,4145548,0,화곡로65길,Hwagok-ro 65-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145548 
11500,4145549,1,화곡로66길,Hwagok-ro 66-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145549 
11500,4145549,0,화곡로66길,Hwagok-ro 66-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145549 
11500,4145550,1,화곡로68길,Hwagok-ro 68-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145550 
11500,4145550,0,화곡로68길,Hwagok-ro 68-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145550 
11500,4145551,1,화곡로69길,Hwagok-ro 69-gil,서울특별시,강서구,1,10201,등촌동,3005069,,0,,,102,115004145551 
11500,4145551,0,화곡로69길,Hwagok-ro 69-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145551 
11500,4145552,1,화곡로72길,Hwagok-ro 72-gil,서울특별시,강서구,1,10401,가양동,3005069,,0,,,104,115004145552 
11500,4145552,0,화곡로72길,Hwagok-ro 72-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145552 
11500,4145553,1,화곡로73길,Hwagok-ro 73-gil,서울특별시,강서구,1,10401,가양동,3005069,,0,,,104,115004145553 
11500,4145553,0,화곡로73길,Hwagok-ro 73-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145553 
11500,4145554,0,강서로80길,Gangseo-ro 80-gil,서울특별시,강서구,2,0,,,,0,,,,115004145554 
11500,4145555,3,개화동로20길,Gaehwadong-ro 20-gil,서울특별시,강서구,1,11003,개화동,3000011,,0,,,110,115004145555 
11500,4145555,0,개화동로20길,Gaehwadong-ro 20-gil,서울특별시,강서구,2,0,,3000011,,0,,,,115004145555 
11500,4145556,1,개화동로4길,Gaehwadong-ro 4-gil,서울특별시,강서구,1,11001,개화동,,,0,,,110,115004145556 
11500,4145556,2,개화동로4길,Gaehwadong-ro 4-gil,서울특별시,강서구,1,11102,과해동,,,0,,,111,115004145556 
11500,4145556,0,개화동로4길,Gaehwadong-ro 4-gil,서울특별시,강서구,2,0,,,,0,,,,115004145556 
11500,4145557,0,수명로6길,Sumyeong-ro 6-gil,서울특별시,강서구,2,0,,,,0,,,,115004145557 
11500,4145558,0,수명로2가길,Sumyeong-ro 2ga-gil,서울특별시,강서구,2,0,,,,0,,,,115004145558 
11530,2000003,1,남부순환로,Nambusunhwan-ro,서울특별시,구로구,1,10201,구로동,,,0,,,102,115302000003 
11530,2000003,2,남부순환로,Nambusunhwan-ro,서울특별시,구로구,1,10302,가리봉동,,,0,,,103,115302000003 
11530,2000003,3,남부순환로,Nambusunhwan-ro,서울특별시,구로구,1,10703,개봉동,,,0,,,107,115302000003 
11530,2000003,0,남부순환로,Nambusunhwan-ro,서울특별시,구로구,2,0,,,,0,,,,115302000003 
11530,2005010,1,시흥대로,Siheung-daero,서울특별시,구로구,1,10201,구로동,,,0,,,102,115302005010 
11530,2005010,0,시흥대로,Siheung-daero,서울특별시,구로구,2,0,,,,0,,,,115302005010 
11530,3000010,1,안양천로,Anyangcheon-ro,서울특별시,구로구,1,10601,고척동,,,0,,,106,115303000010 
11530,3000010,0,안양천로,Anyangcheon-ro,서울특별시,구로구,2,0,,,,0,,,,115303000010 
11530,3000016,1,광남로,Gwangnam-ro,서울특별시,구로구,1,11101,천왕동,,,0,,,111,115303000016 
11530,3000016,0,광남로,Gwangnam-ro,서울특별시,구로구,2,0,,,,0,,,,115303000016 
11530,3000017,1,금오로,Gumo-ro,서울특별시,구로구,1,11101,천왕동,,,0,,,111,115303000017 
11530,3000017,0,금오로,Gumo-ro,서울특별시,구로구,2,0,,,,0,,,,115303000017 
11500,4145499,0,화곡로18길,Hwagok-ro 18-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145499 
11500,4145500,1,화곡로19길,Hwagok-ro 19-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145500 
11500,4145500,0,화곡로19길,Hwagok-ro 19-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145500 
11500,4145501,1,화곡로20길,Hwagok-ro 20-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145501 
11500,4145501,0,화곡로20길,Hwagok-ro 20-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145501 
11500,4145502,1,화곡로21길,Hwagok-ro 21-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145502 
11500,4145502,0,화곡로21길,Hwagok-ro 21-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145502 
11500,4145503,1,화곡로23길,Hwagok-ro 23-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145503 
11500,4145503,0,화곡로23길,Hwagok-ro 23-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145503 
11500,4145504,1,화곡로24길,Hwagok-ro 24-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145504 
11500,4145504,0,화곡로24길,Hwagok-ro 24-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145504 
11500,4145505,1,화곡로25길,Hwagok-ro 25-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145505 
11500,4145505,0,화곡로25길,Hwagok-ro 25-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145505 
11500,4145506,1,화곡로26가길,Hwagok-ro 26ga-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145506 
11500,4145506,0,화곡로26가길,Hwagok-ro 26ga-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145506 
11500,4145507,1,화곡로26길,Hwagok-ro 26-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145507 
11500,4145507,0,화곡로26길,Hwagok-ro 26-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145507 
11500,4145508,1,화곡로27가길,Hwagong-ro  27ga-gil,서울특별시,강서구,1,10301,화곡동,3005069,,0,,,103,115004145508 
11500,4145508,0,화곡로27가길,Hwagong-ro  27ga-gil,서울특별시,강서구,2,0,,3005069,,0,,,,115004145508 
11500,4145019,1,강서로15길,Gangseo-ro 15-gil,서울특별시,강서구,1,10301,화곡동,3115001,,0,,,103,115004145019 
11500,4145019,0,강서로15길,Gangseo-ro 15-gil,서울특별시,강서구,2,0,,3115001,,0,,,,115004145019 
11500,4145020,1,강서로16길,Gangseo-ro 16-gil,서울특별시,강서구,1,10301,화곡동,3115001,,0,,,103,115004145020 
11500,4145020,0,강서로16길,Gangseo-ro 16-gil,서울특별시,강서구,2,0,,3115001,,0,,,,115004145020 
11500,4145021,1,강서로17가길,Gangseo-ro 17ga-gil,서울특별시,강서구,1,10301,화곡동,3115001,,0,,,103,115004145021 
11500,4145021,0,강서로17가길,Gangseo-ro 17ga-gil,서울특별시,강서구,2,0,,3115001,,0,,,,115004145021 
11500,4145432,0,우장산로10길,Ujangsan-ro 10-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145432 
11500,4145433,1,우장산로14길,Ujangsan-ro 14-gil,서울특별시,강서구,1,10301,화곡동,3115009,,0,,,103,115004145433 
11500,4145433,0,우장산로14길,Ujangsan-ro 14-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145433 
11500,4145434,1,우장산로15길,Ujangsan-ro 15-gil,서울특별시,강서구,1,10301,화곡동,3115009,,0,,,103,115004145434 
11500,4145434,0,우장산로15길,Ujangsan-ro 15-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145434 
11500,4145435,1,우장산로16길,Ujangsan-ro 16-gil,서울특별시,강서구,1,10301,화곡동,3115009,,0,,,103,115004145435 
11500,4145435,0,우장산로16길,Ujangsan-ro 16-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145435 
11500,4145436,1,우장산로2길,Ujangsan-ro 2-gil,서울특별시,강서구,1,10601,내발산동,3115009,,0,,,106,115004145436 
11500,4145436,0,우장산로2길,Ujangsan-ro 2-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145436 
11500,4145437,1,우장산로4길,Ujangsan-ro 4-gil,서울특별시,강서구,1,10601,내발산동,3115009,,0,,,106,115004145437 
11500,4145437,0,우장산로4길,Ujangsan-ro 4-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145437 
11500,4145438,1,우장산로6길,Ujangsan-ro 6-gil,서울특별시,강서구,1,10601,내발산동,3115009,,0,,,106,115004145438 
11500,4145438,0,우장산로6길,Ujangsan-ro 6-gil,서울특별시,강서구,2,0,,3115009,,0,,,,115004145438 
11500,4145377,0,송정로1길,Songjeong-ro 1-gil,서울특별시,강서구,2,0,,3115006,,0,,,,115004145377 
11500,4145378,1,송정로3길,Songjeong-ro 3-gil,서울특별시,강서구,1,10801,공항동,3115006,,0,,,108,115004145378 
11500,4145378,0,송정로3길,Songjeong-ro 3-gil,서울특별시,강서구,2,0,,3115006,,0,,,,115004145378 
11500,4145379,1,송정로4길,Songjeong-ro 4-gil,서울특별시,강서구,1,10801,공항동,3115006,,0,,,108,115004145379 
11500,4145379,0,송정로4길,Songjeong-ro 4-gil,서울특별시,강서구,2,0,,3115006,,0,,,,115004145379 
11500,4145380,1,송정로6길,Songjeong-ro 6-gil,서울특별시,강서구,1,10801,공항동,3115006,,0,,,108,115004145380 
11500,4145380,0,송정로6길,Songjeong-ro 6-gil,서울특별시,강서구,2,0,,3115006,,0,,,,115004145380 
11500,4145381,1,수명로1길,Sumyeong-ro 1-gil,서울특별시,강서구,1,10601,내발산동,3115007,,0,,,106,115004145381 
11500,4145381,0,수명로1길,Sumyeong-ro 1-gil,서울특별시,강서구,2,0,,3115007,,0,,,,115004145381 
11500,4145382,1,수명로2길,Sumyeong-ro 2-gil,서울특별시,강서구,1,10601,내발산동,3115007,,0,,,106,115004145382 
11500,4145382,0,수명로2길,Sumyeong-ro 2-gil,서울특별시,강서구,2,0,,3115007,,0,,,,115004145382 
11500,4145384,1,양천로10길,Yangcheon-ro 10-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145384 
11500,4145384,0,양천로10길,Yangcheon-ro 10-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145384 
11500,4145385,1,양천로11길,Yangcheon-ro 11-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145385 
11500,4145385,0,양천로11길,Yangcheon-ro 11-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145385 
11500,4145386,1,양천로13길,Yangcheon-ro 13-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145386 
11500,4145386,0,양천로13길,Yangcheon-ro 13-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145386 
11500,4145387,1,양천로14가길,Yangcheon-ro 14ga-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145387 
11500,4145387,0,양천로14가길,Yangcheon-ro 14ga-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145387 
11500,4145388,1,양천로14길,Yangcheon-ro 14-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145388 
11500,4145388,0,양천로14길,Yangcheon-ro 14-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145388 
11500,4145389,1,양천로14나길,Yangcheon-ro 14na-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145389 
11500,4145389,0,양천로14나길,Yangcheon-ro 14na-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145389 
11500,4145390,1,양천로16길,Yangcheon-ro 16-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145390 
11500,4145390,0,양천로16길,Yangcheon-ro 16-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145390 
11500,4145391,1,양천로17길,Yangcheon-ro 17-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145391 
11500,4145391,0,양천로17길,Yangcheon-ro 17-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145391 
11500,4145392,1,양천로18길,Yangcheon-ro 18-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145392 
11500,4145392,0,양천로18길,Yangcheon-ro 18-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145392 
11500,4145393,1,양천로1길,Yangcheon-ro 1-gil,서울특별시,강서구,1,10901,방화동,3115008,,0,,,109,115004145393 
11500,4145393,0,양천로1길,Yangcheon-ro 1-gil,서울특별시,강서구,2,0,,3115008,,0,,,,115004145393 
11560,4154426,1,버드나루로5길,Beodeunaru-ro  5(o)-gil,서울특별시,영등포구,1,10301,영등포동2가,3118010,,0,,,103,115604154426 
11560,4154426,0,버드나루로5길,Beodeunaru-ro  5(o)-gil,서울특별시,영등포구,2,0,,3118010,,0,,,,115604154426 
11560,4154427,1,버드나루로6길,Beodeunaru-ro  6(yuk)-gil,서울특별시,영등포구,1,10301,영등포동2가,3118010,,0,,,103,115604154427 
11560,4154427,0,버드나루로6길,Beodeunaru-ro  6(yuk)-gil,서울특별시,영등포구,2,0,,3118010,,0,,,,115604154427 
11560,4154428,1,버드나루로7길,Beodeunaru-ro  7(chil)-gil,서울특별시,영등포구,1,10301,영등포동2가,3118010,,0,,,103,115604154428 
11560,4154428,2,버드나루로7길,Beodeunaru-ro  7(chil)-gil,서울특별시,영등포구,1,10802,영등포동7가,3118010,,0,,,108,115604154428 
11560,4154428,0,버드나루로7길,Beodeunaru-ro  7(chil)-gil,서울특별시,영등포구,2,0,,3118010,,0,,,,115604154428 
11560,4154429,1,버드나루로8길,Beodeunaru-ro  8(pal)-gil,서울특별시,영등포구,1,10301,영등포동2가,3118010,,0,,,103,115604154429 
11560,4154377,1,디지털로52길,Digital-ro  52(osibi)-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154377 
11560,4154377,0,디지털로52길,Digital-ro  52(osibi)-gil,서울특별시,영등포구,2,0,,3000026,,0,,,,115604154377 
11560,4154378,1,디지털로53가길,Digital-ro  53(osipsam)ga-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154378 
11560,4154378,0,디지털로53가길,Digital-ro  53(osipsam)ga-gil,서울특별시,영등포구,2,0,,3000026,,0,,,,115604154378 
11560,4154379,1,디지털로53길,Digital-ro  53(osipsam)-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154379 
11560,4154379,0,디지털로53길,Digital-ro  53(osipsam)-gil,서울특별시,영등포구,2,0,,3000026,,0,,,,115604154379 
11560,4154380,1,디지털로54가길,Digital-ro  54(osipsa)ga-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154380 
11560,4154380,0,디지털로54가길,Digital-ro  54(osipsa)ga-gil,서울특별시,영등포구,2,0,,3000026,,0,,,,115604154380 
11560,4154381,1,디지털로54길,Digital-ro  54(osipsa)-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154381 
11560,4154381,0,디지털로54길,Digital-ro  54(osipsa)-gil,서울특별시,영등포구,2,0,,3000026,,0,,,,115604154381 
11560,4154382,1,디지털로56길,Digital-ro  56(osibyuk)-gil,서울특별시,영등포구,1,13301,대림동,3000026,,0,,,133,115604154382 
11560,4154230,1,도림로135길,Dorim-ro  135(baeksamsibo)-gil,서울특별시,영등포구,1,12001,문래동2가,3116010,,0,,,120,115604154230 
11560,4154230,0,도림로135길,Dorim-ro  135(baeksamsibo)-gil,서울특별시,영등포구,2,0,,3116010,,0,,,,115604154230 
11560,4154231,1,도림로137길,Dorim-ro  137(baeksamsipchil)-gil,서울특별시,영등포구,1,12001,문래동2가,3116010,,0,,,120,115604154231 
11560,4154231,0,도림로137길,Dorim-ro  137(baeksamsipchil)-gil,서울특별시,영등포구,2,0,,3116010,,0,,,,115604154231 
11560,4154232,1,도림로139가길,Dorim-ro  139(baeksamsipgu)ga-gil,서울특별시,영등포구,1,12001,문래동2가,3116010,,0,,,120,115604154232 
11560,4154232,0,도림로139가길,Dorim-ro  139(baeksamsipgu)ga-gil,서울특별시,영등포구,2,0,,3116010,,0,,,,115604154232 
11560,4154233,1,도림로139길,Dorim-ro  139(baeksamsipgu)-gil,서울특별시,영등포구,1,12001,문래동2가,3116010,,0,,,120,115604154233 
11560,4154233,0,도림로139길,Dorim-ro  139(baeksamsipgu)-gil,서울특별시,영등포구,2,0,,3116010,,0,,,,115604154233 
11560,4154234,1,도림로141가길,Dorim-ro  141(baeksasibil)ga-gil,서울특별시,영등포구,1,12201,문래동4가,3116010,,0,,,122,115604154234 
11560,4154234,0,도림로141가길,Dorim-ro  141(baeksasibil)ga-gil,서울특별시,영등포구,2,0,,3116010,,0,,,,115604154234 
11560,4154235,1,도림로141길,Dorim-ro  141(baeksasibil)-gil,서울특별시,영등포구,1,12001,문래동2가,3116010,,0,,,120,115604154235 
11560,4154181,1,대림로40가길,Daerim-ro  40(sasip)ga-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154181 
11560,4154181,0,대림로40가길,Daerim-ro  40(sasip)ga-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154181 
11560,4154182,1,대림로40길,Daerim-ro  40(sasip)-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154182 
11560,4154182,0,대림로40길,Daerim-ro  40(sasip)-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154182 
11560,4154183,1,대림로40나길,Daerim-ro  40(sasip)na-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154183 
11560,4154183,0,대림로40나길,Daerim-ro  40(sasip)na-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154183 
11560,4154184,1,대림로40다길,Daerim-ro  40(sasip)da-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154184 
11560,4154184,0,대림로40다길,Daerim-ro  40(sasip)da-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154184 
11560,4154185,1,대림로41길,Daerim-ro  41(sasibil)-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154185 
11560,4154185,0,대림로41길,Daerim-ro  41(sasibil)-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154185 
11560,4154186,1,대림로43길,Daerim-ro  43(sasipsam)-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154186 
11560,4154186,0,대림로43길,Daerim-ro  43(sasipsam)-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154186 
11560,4154187,1,대림로44길,Daerim-ro  44(sasipsa)-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154187 
11560,4154187,0,대림로44길,Daerim-ro  44(sasipsa)-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154187 
11560,4154188,1,대림로46길,Daerim-ro  46(sasibyuk)-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154188 
11560,4154188,0,대림로46길,Daerim-ro  46(sasibyuk)-gil,서울특별시,영등포구,2,0,,3118027,,0,,,,115604154188 
11560,4154189,1,대림로7가길,Daerim-ro  7(chil)ga-gil,서울특별시,영등포구,1,13301,대림동,3118027,,0,,,133,115604154189 
11545,4151222,0,벚꽃로24길,Beotkkot-ro 24-gil,서울특별시,금천구,2,0,,3116013,,0,,,,115454151222 
11545,4151223,1,벚꽃로26길,Beotkkot-ro 26-gil,서울특별시,금천구,1,10101,가산동,3116013,,0,,,101,115454151223 
11545,4151223,0,벚꽃로26길,Beotkkot-ro 26-gil,서울특별시,금천구,2,0,,3116013,,0,,,,115454151223 
11545,4151225,1,벚꽃로38길,Beotkkot-ro 38-gil,서울특별시,금천구,1,10101,가산동,3116013,,0,,,101,115454151225 
11545,4151225,0,벚꽃로38길,Beotkkot-ro 38-gil,서울특별시,금천구,2,0,,3116013,,0,,,,115454151225 
11545,4151226,1,벚꽃로40길,Beotkkot-ro 40-gil,서울특별시,금천구,1,10101,가산동,3116013,,0,,,101,115454151226 
11545,4151163,1,독산로82길,Doksan-ro 82-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151163 
11545,4151163,0,독산로82길,Doksan-ro 82-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151163 
11545,4151164,1,독산로84길,Doksan-ro 84-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151164 
11545,4151164,0,독산로84길,Doksan-ro 84-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151164 
11545,4151165,1,독산로85길,Doksan-ro 85-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151165 
11545,4151165,0,독산로85길,Doksan-ro 85-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151165 
11545,4151166,1,독산로86길,Doksan-ro 86-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151166 
11545,4151166,0,독산로86길,Doksan-ro 86-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151166 
11545,4151167,1,독산로87길,Doksan-ro 87-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151167 
11545,4151167,0,독산로87길,Doksan-ro 87-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151167 
11545,4151168,1,독산로88길,Doksan-ro 88-gil,서울특별시,금천구,1,10201,독산동,3117004,,0,,,102,115454151168 
11545,4151168,0,독산로88길,Doksan-ro 88-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151168 
11545,4151169,1,독산로8가길,Doksan-ro 8ga-gil,서울특별시,금천구,1,10301,시흥동,3117004,,0,,,103,115454151169 
11545,4151169,0,독산로8가길,Doksan-ro 8ga-gil,서울특별시,금천구,2,0,,3117004,,0,,,,115454151169 
